136	210654,873897,6	435001
137	230065,1051259,0	460569
138	712721,1921763,6	703708
139	440940,1529642,0	644701
140	2012957,2196750,7	93111
141	906879,1692821,0	487916
142	2489991,2586081,3	48819
143	790859,2551726,9	1083418
144	2281722,2484733,0	100901
145	540994,1762153,9	708338
146	1852007,3045750,5	695889
147	1587737,3307947,0	1065989
148	38404,2152517,6	1255222
149	819422,1942005,9	701402
150	742402,2176442,7	877245
151	874376,1332462,9	333419
152	2554211,3060412,9	352840
153	1997546,2796267,0	499642
154	4413943,4645893,0	112585
155	3090163,3465852,8	179692
156	390359,966828,5	390988
157	538800,931585,0	197859
158	274443,4927436,2	3753893
159	1544149,2769485,0	709564
160	2293989,5381362,0	1845278
161	2640244,3088307,1	219406
162	3801888,6975063,0	1887114
163	2576089,6761030,0	2494437
164	3606657,7617940,7	3023341
165	1071960,4536670,0	2063482
166	2640535,5167981,0	1560650
167	5913731,7925805,9	1216692
168	6082850,7256888,0	706354
169	5317861,8434697,0	1857063
170	6793697,8807682,4	1206198
171	1471526,5376116,0	2351419
172	5142325,9575215,3	2713854
173	6990490,10701092,2	2254121
174	8988162,11681690,0	2648003
175	6460693,12148431,2	3493785
176	8911243,10166804,0	988416
177	4990100,14339730,0	6679734
178	1237816,12193906,3	7574910
179	4687807,14082416,9	6698421
180	10250434,13639368,9	1995052
181	4975949,16818165,8	8044973
182	7410967,10392112,3	1784437
183	190129,9839355,6	6819742
184	3609416,16740036,0	8862780
185	864124,5234354,0	2688043
186	13496140,16478290,7	1791926
187	16422510,18727753,0	1351545
188	5032012,10830437,0	4297434
189	1200123,8103882,7	5151156
190	7565548,16891053,8	6661755
191	22322964,24495300,6	1288670
192	10025757,28394085,9	11981649
193	11740578,16054176,0	2609719
194	19386772,29173177,2	15968059
195	334893,29581033,4	20627931
196	15080199,17233557,9	1280967
197	32967561,35231693,6	1327765
198	10632727,17615834,0	4560194
199	22220625,39031525,3	21137332
200	17660480,34396163,6	11012936
201	3707177,22037218,0	13002056
202	29870201,35678118,0	4503189
203	21044010,26003228,3	3972971
204	618495,10674726,0	6697580
205	43520090,48762109,0	3117532
206	14810107,27536899,2	16207959
207	27528732,34082879,0	4955104
208	21019417,43239695,0	15388631
209	639124,16383219,5	11377220
210	34351434,40130257,0	3621178
211	27004441,38026016,3	15634425
212	2754053,30750141,0	19548150
213	6398698,56729832,2	45172167
214	3293759,3472424,0	91637
215	73967920,77687609,0	2257939
216	53744736,80554535,9	19103960
217	16482269,75723315,9	41526315
218	47593840,62005345,0	10615193
219	21209025,46561845,0	17172812
220	31905826,51747168,2	13926368
221	75824537,77708154,5	1319552
222	61279626,86899509,9	17317373
223	19264403,98499468,9	63758510
224	7347931,101059794,9	76255335
225	44362682,99252506,9	47450986
226	35080255,98798694,0	44176974
227	106613846,116439434,0	10295873
228	76061612,117263350,6	29640659
229	124332329,134274239,1	16908492
230	130761150,135317503,4	3672965
231	38052217,126341091,8	71893461
232	16133281,97120147,8	66595075
233	64501260,160176579,1	136593462
234	35060875,169508562,6	114136920
235	50553877,159159959,5	94761107
236	13441281,171842925,9	121000460
237	76466398,164652202,1	136546964
238	93545573,114682721,0	24665135
239	74528936,172965240,0	79014961
240	15748236,40729206,0	17721501
241	44359122,103591522,0	45105203
242	127312097,177735679,3	45303701
243	151642695,184774424,0	22862552
244	37322694,88215865,9	35546933
245	124538677,246015811,0	94856946
246	154347675,170740156,5	17549021
247	54209562,55515468,0	753218
248	39294084,129331493,0	73025197
249	14756222,194829559,8	146069524
250	184138035,206551425,0	21957470
251	210793778,242538623,0	22283697
252	162879039,188035306,0	17118222
253	158354353,217359409,0	51401515
254	64440634,335058018,2	319307168
255	138545790,218752940,8	66310376
256	52586824,348090208,0	236341485
257	145392259,351600870,7	164703622
258	93994255,159481171,7	46245084
259	6796373,284834399,9	214819040
260	159299216,311638072,0	127375639
261	19891000,175037644,8	118076924
262	80724565,262539964,9	147106610
263	145866105,433349856,7	231444145
264	104296103,129780441,0	22947610
265	19009677,308772989,6	232884984
266	423830853,556726760,0	102747928
267	191450514,341102614,6	114830635
268	277858530,467016458,1	152479842
269	152658554,664696217,0	408215336
270	69216361,610983827,3	529087054
271	402632208,513643855,0	94972219
272	405910757,580540516,5	222382143
273	423476054,682101048,1	201110597
274	398957808,662162241,7	203901475
275	664433155,691962687,7	29561814
276	169961269,446247711,0	223843895
277	599860876,814834838,5	170118310
278	80999096,280100834,1	259451389
279	284791921,610046792,0	267225053
280	72544495,497419583,3	437929519
281	105852372,377589844,9	210065042
282	279787758,645072887,0	296217411
283	600662343,1050132191,0	413677663
284	106064068,1130982409,7	917967474
285	782584615,1184909174,0	421368581
286	472052353,516360716,4	59501214
287	398173714,1066914536,3	540092841
288	238939906,426642673,0	151651851
289	922448509,1220507350,0	338338368
290	808720515,1152575617,0	372601490
291	53326649,688254622,0	503961398
292	403067671,527406177,0	103536436
293	430826612,1053571775,0	549413690
294	268090056,1561072403,9	1135792619
295	53333943,514800764,0	372827592
296	447250507,1551771810,0	983658857
297	522455087,1183607364,0	622678036
298	1029714268,1753544669,3	686866850
299	272817096,756057607,0	387973721
300	1501251739,1552950799,0	44697767
301	619254621,1738009723,0	993190968
302	116606288,1736614309,0	1394007124
303	323864877,1632586570,0	1146258540
304	1415794070,2329936228,9	830445023
305	499227316,1764346440,9	1106603091
306	1233166441,1766689932,9	423059965
307	155181822,2438502229,7	2028958081
308	499021002,1744027047,0	1102007904
309	394560368,2632560764,9	1992239712
310	2755894224,2888571793,0	102641207
311	474225295,2960241696,0	2189848577
312	36840923,157025569,6	94252412
313	1768996015,2284135425,6	411069751
314	852428392,1602041738,4	694778412
315	117288306,2260592570,0	1910544822
316	3131045446,3656102371,2	518022454
317	994885514,2758188673,4	1614065422
318	384907951,2346621491,2	2119678088
319	991293986,1219694347,0	289000176
320	148964513,471384843,7	256803007
321	3365266069,3720978011,5	379188515
322	1471570296,3898596996,1	2667070348
323	1906046761,2315141907,0	430455010
324	1715838820,4645398339,0	2640773902
325	174048447,3822279312,2	4315550206
326	3994608441,5174118231,0	1145755518
327	1669805815,2205276631,0	530609079
328	621599641,2421946423,6	1618668800
329	1248161217,2985044596,9	1571187572
330	1757819425,3717655424,0	1771914800
331	4372562277,4557013947,5	203686146
332	793698110,3011028251,0	1993428529
333	3156051251,4215919536,0	951885207
334	1851172386,3515095088,2	2525359354
335	2306538459,5512497896,9	2864581688
336	4508565587,6196679349,1	1548534506
337	1138569036,1441572493,7	241803490
338	2841909508,5937655785,4	3775569350
339	3862463991,5818495811,6	1767154580
340	6114164474,8243590343,6	2786451819
341	3486633481,8530075635,5	5560102998
342	5375857040,6697841334,2	1155193360
343	804631010,6332453325,9	5019708661
344	977469084,2394387116,8	1242163526
345	1931316983,9285023987,9	6930960110
346	4735229379,7517973313,3	2522448054
347	3463556602,5460526736,9	1798188023
348	570252707,5461959463,0	4414699342
349	7723504641,10384371576,5	2332532430
350	287210916,1079521277,0	713875528
351	4102488961,7391361260,3	3023661182
352	2683411908,11020676420,0	8496678246
353	1729661434,7000245301,0	4710129075
354	1371134381,7096735873,0	5174036273
355	5432581424,9075563950,0	3285356654
356	2235239741,13811709755,5	11463698267
357	9012059048,13752015307,7	4239997164
358	1075344473,5339624442,9	3815166440
359	830473960,3223430607,0	2215308681
360	4952094112,15646777795,0	10655748916
361	2547682515,3835556979,0	1131739286
362	15115006738,16985372807,0	1589273339
363	1972587614,5214609918,0	2999218579
364	11644234307,16856940878,0	4668552789
365	6295348082,6953588729,0	530916152
366	2409542256,17396893410,9	14487724902
367	8937566795,20319466198,9	12270049288
368	13695462442,18148011025,1	8467029180
369	7178897425,17065191761,0	9876040026
370	4358654409,15684550040,9	11158548724
371	9908252152,22567172511,6	12328540588
372	4097488629,23823977661,0	19691357075
373	3288882204,11356882739,6	8247682944
374	5906648462,10761397717,0	5143619011
375	18584422173,18721244865,9	116108739
376	7688551262,24886447249,0	17458747798
377	1892392869,19694519189,0	17041269962
378	1766243786,12293465910,5	10418319533
379	13024932835,21249191266,6	8377533491
380	6495743121,16909423900,9	10343346840
381	6744362103,23187137838,0	16849689650
382	19644848097,24468052076,0	5355954255
383	7908514845,12931481367,1	8457744261
384	15021145311,33893862363,0	18969411794
385	17792602970,35625614745,0	18072811588
386	25868056622,30084076270,1	3771607924
387	18058607115,30015659773,0	11742936044
388	34669056970,35167123681,8	497836943
389	15723705953,32050643532,0	16709456431
390	32948828327,34730024957,1	1626698923
391	3255097666,32718604106,1	39472756998
392	18072549972,20767877962,1	4383611427
393	625417669,3780297973,0	2818230035
394	13543655533,31561417349,9	18212684562
395	11121992926,12203859240,9	967040325
396	4509075345,48829566471,7	44954240980
397	23414167996,34081205028,0	10608425200
398	12835812732,19210496673,0	5802329858
399	25060041355,53791324725,0	28822718912
400	2257118216,28505025928,2	34884548760
401	16975762708,25190196366,0	8469909495
402	6272818277,43448643586,6	37160634871
403	48644028799,53415933393,4	5588998316
404	14422039915,59337385069,0	44430228680
405	4333242809,43141888122,0	38946117663
406	35554586242,64187797487,0	28802904344
407	4377712793,48532999228,0	43729133993
408	11431039958,31093321285,4	19702302405
409	9215589569,62460162310,8	52891779285
410	7369983552,66049335451,0	58795016032
411	36467889631,67438122927,5	40869112960
412	14297137530,72604039754,0	58449130153
413	26080093620,44720265300,0	18738172971
414	5435464909,58495652423,2	62742094730
415	24557453345,44844940748,0	20231444929
416	63588433422,74122884965,6	16935297088
417	28305164062,93703067475,3	75615721972
418	18360706290,25510946178,9	7425162157
419	79099094858,96009350989,3	17227182813
420	49262322785,63684419737,0	14935248095
421	107579803357,107894483609,1	565522298
422	31274151367,67311785081,2	36451462674
423	91339469124,103305629682,0	15077943472
424	84898263293,94579080744,0	9746487685
425	91198446356,119936424489,3	28893205957
426	21323255335,108340645376,0	94652686758
427	39937647144,75111424816,0	35742291237
428	41080508811,70372418306,0	28726555770
429	65655033063,103255170122,1	41135304385
430	39561754991,122920386677,1	116910844226
431	10665206848,67251028978,0	56305233906
432	97847150807,127353891690,9	31757817154
433	20155977079,114707694594,2	104980080223
434	85285248759,114413200229,0	39209770957
435	142628300904,157270080627,0	14209152024
436	15112977106,59603311731,0	43986586059
437	80859866441,137924138526,8	65534839822
438	120030120952,150196433496,7	30135754714
439	70839771443,108824670722,6	38188920581
440	104997059083,120631784192,5	16103860438
441	19272383511,177618933685,0	168481880027
442	45448734027,63297526550,6	21381723804
443	21689718207,69653896966,7	48164572439
444	52725531233,184252108571,4	141579999846
445	97754286188,191188267474,9	97577373646
446	6256862010,14670443636,1	13199636170
447	81183444485,202174186101,7	130887662624
448	113597856531,203233305409,5	99606365995
449	135711674179,164668017567,5	38358093868
450	84678753037,175897395550,2	101073216801
451	124045516816,208499116793,3	94057099998
452	49438243730,79060078398,9	29317948104
453	168240794472,282259653558,9	124612982805
454	198128089017,215422282069,9	19408408872
455	283680173701,287141601104,0	3173638688
456	153624168690,306781244259,0	169601484977
457	102083386058,121983760940,0	27753418246
458	42369994264,50806911461,9	8555085810
459	267919939424,295341442339,0	27735951881
460	88308170791,302775258892,6	234076235420
461	181046856106,273928455582,0	102560143686
462	102197458181,250920320775,1	265590818377
463	181568730500,271957341590,9	100369545901
464	54477387894,217242785563,9	182516199333
465	253787419424,318530618995,5	71433199490
466	70066209804,260517638870,9	210365810903
467	228527835960,310296014947,1	81903901595
468	29800058364,347010931492,2	447667480559
469	387145378876,390249843193,0	3032479556
470	47087974640,271122673282,6	253623822877
471	431739495672,450923846621,0	19173426917
472	9495179695,314226955083,0	335291990663
473	244637791725,492186144401,3	366736190112
474	109267215818,415269969910,4	351671651130
475	63199088687,244025283686,9	200759521126
476	188840098009,219884611543,9	41815269539
477	328839565564,356593713052,7	26907492352
478	134183241026,279751769462,0	154958060558
479	451327216898,462754421974,1	11912088697
480	147241187097,529275477965,0	421823546180
481	117073546276,163763426130,1	96669275485
482	222812248370,640682481129,3	568099212776
483	37912370189,401836742247,1	494380961686
484	160375410443,205667736349,9	54734359781
485	61207759300,272807365260,9	231379802486
486	414427074858,482002476350,3	76762300450
487	288233360306,478334964665,0	210080901964
488	393334880539,523229481326,1	149915800586
489	55804686772,775698993002,4	889915865071
490	458586896058,549459257799,5	141585105830
491	214442675404,607529563359,0	430299708751
492	53383418462,177138784460,2	133308186800
493	227961345332,334644527854,2	191126199894
494	78321380148,401041767544,0	354457730122
495	28263195100,65113159423,0	37184985273
496	359079290578,553072268681,1	214595791421
497	57301919874,268680572103,0	231202873977
498	596955093416,944689421958,0	387983578088
499	283446846719,980173669058,0	766252777782
500	697747898488,883563190314,9	198503340912
501	194708510473,656743607498,8	501824537640
502	366649682712,367871791898,2	1075253027
503	392494051997,859459183683,4	617241142228
504	517648281494,674419671651,2	177109814541
505	427358329773,626378252855,0	219113959918
506	80856596672,523172609575,3	582223214457
507	378129764812,471478239504,7	96330789725
508	815340299823,1116151930996,4	330757712515
509	1210006542583,1298491240846,0	88670221554
510	162073904449,1296811993763,3	1345285941077
511	754390696688,1384053862211,0	789688052237
512	135279539884,865804912485,1	865138642421
513	489110939095,1399884006376,0	1100610900822
514	290617328192,1237047710826,5	1136741292824
515	28770835540,621732401050,9	653672986701
516	30428573919,394450138958,0	394186550544
517	371023065297,1461338793106,6	1291590259171
518	138734830575,1346769497062,0	1428223826387
519	1318793117354,1560228045839,5	331473007275
520	377249316642,564051955599,3	229892292402
521	888199706388,960231518062,4	81822104537
522	153238069773,1532211372992,9	1619081951265
523	1367620406059,1664797042289,0	327433555056
524	1297672152951,1384306879472,4	96211740448
525	1096289357268,1545852808166,6	489354773011
526	1018970368996,1221775948074,1	527155449876
527	178258328447,1042528556794,7	1045560782123
528	311569110825,2222229341661,6	2300623001403
529	95498547737,1236926995027,9	1355770018869
530	1028833055564,1173038691000,9	154863315695
531	1309088910380,2310061532356,8	1200871687837
532	1187869744808,2072077371238,0	1046920353463
533	210830825614,1947601120616,9	2053720369117
534	1267050988788,2327297871573,9	1270199926645
535	1496881793365,1924245101192,0	477694054556
536	995151822172,2067103980174,3	1281757263576
537	2496765217845,2581543132450,4	97551669982
538	712297621159,2481726273854,3	2149540131695
539	1438573847101,2147175580378,9	878781063947
540	777881952277,1490010542773,3	881900196200
541	598461673614,1105070552895,0	662027000436
542	1940272612247,3166343112242,5	1456449249999
543	743992053399,1554731239763,6	890687494970
544	2134758353694,2377729633752,0	262679742016
545	901316213256,1430573636297,9	677984195656
546	1628441000693,2496560719054,6	1029414294890
547	841391965604,2760164860279,6	2309080463670
548	163391274377,1069596443881,0	1065159531683
549	1166652548924,2044764444029,0	1013052592580
550	2755035604540,4004346185978,0	1478104155262
551	1616005430916,3572015575078,9	2346407067310
552	1660327064702,2018970665401,5	388820200542
553	1704515367485,3416141181953,6	1981639689856
554	521009758355,3679739554424,7	3778559948312
555	599954566476,1337646243995,5	807995830874
556	1139401638162,2745373958351,0	1866378719877
557	1826180923793,4043947556648,0	2681863645731
558	2873617478842,4542664526035,8	1965515749513
559	3906397892664,4351617192575,6	485292849835
560	1201484650098,2744800459672,0	1801466772970
561	3527173116472,4124408304305,0	757492393981
562	915885066259,1151047743661,0	355681318584
563	136585024229,904861408192,2	938422888930
564	1618021576089,5441384668000,4	5545763850584
565	1757744886537,2885839869842,1	1580531106424
566	111118390575,1543575776249,0	1672160394162
567	627972825699,4344562621097,9	4486900072980
568	354053790639,741303435564,4	518744398984
569	1364248094176,6080471377877,8	5687048216820
570	5437607315063,6631168908017,7	1413636367770
571	1425475250981,5271008841545,0	4625940779327
572	5208914744433,5831527883809,6	782289875878
573	1148781859463,3491980239369,7	2782877132518
574	390028950094,494926590673,9	119242797948
575	5624412290015,7733235273070,0	2518955793947
576	5333028790354,7445647680348,9	2522293345645
577	5011926052974,5732973425655,0	879007382890
578	3047396160857,6957059257577,6	5656783944816
579	2679460928704,7507662330254,0	5816023302317
580	1637599674139,2605258571379,8	1167920920524
581	959652866973,7865714256776,8	8261167085664
582	331564129467,9100051476566,7	11548691374687
583	5326835839160,9058418232743,7	5502368397062
584	936259084458,8967745370204,8	10599035110502
585	192121850498,7861502293142,0	9139398610480
586	2060690389259,8375136290684,0	7583681383291
587	3329524772772,3626265960437,9	326563983002
588	3435902348123,7780144125933,1	5173843143206
589	3788593535758,4793378051421,9	1208703272401
590	4117930333055,4671856813773,0	604538509132
591	2647759617016,8085823524768,0	6564078878098
592	3205525689968,4526250551018,0	1555151796385
593	5167431171848,5682367159458,0	565444594321
594	8279333389240,10048917350977,8	2870252337041
595	6298189974965,7750611946867,6	2493957151355
596	2575596288037,12425045624219,0	12839510199121
597	5458780804831,13165827535964,6	10282160498293
598	1821943990070,10112734361824,4	10920729560301
599	9481279070538,10796725684940,2	1545879620683
600	8974851149662,11926324656974,1	6404031267787
601	3226219832001,9064749904407,6	8023251111088
602	2020610824765,2206235518880,1	296107021337
603	813964214436,2050738579655,2	1516860250762
604	1898419730193,11711917849520,0	12804098857580
605	7851384429778,11330168834807,0	5228097437319
606	2945194167806,8662684591425,0	6887693210126
607	4329862983256,14247507106704,8	12906857482483
608	3436564449386,18137301159954,3	19134758375269
609	10614640017059,18327920539979,6	10269346224774
610	5292160857229,8420396294194,9	3746229756253
611	9868644237889,19214134562686,0	12285993160460
612	546845873641,17831377110110,0	21715121824108
613	1224137170307,7465071117829,4	8536787316825
614	647860964425,6240706631020,2	7693279066936
615	5416039967447,12869715694304,3	8903333493524
616	3590854953785,8761114097115,5	7199351566609
617	8183320429014,16749336251614,0	11225411080792
618	16545435306026,20022673991517,9	5227487227635
619	14151266567078,14297058014827,0	155191858933
620	13069077609997,18231567769554,9	6183115463373
621	2877029236469,6158180244478,1	3969276092359
622	6543493692866,10177334087757,0	4570812372995
623	1460972706261,11363533425003,3	12856413157661
624	4278286897424,18671163317831,9	18233603910657
625	1761231736987,22345608831150,0	26743902079487
626	12847545172556,15449173639353,8	3114954864504
627	4399871087488,28923952259102,0	31384666701037
628	6956277297019,26043348083544,2	30940730184520
629	23175420876965,26918790848356,0	4422988959871
630	12350937152291,15679176514428,7	3967570461191
631	3229816661346,22883294185698,8	25599756275027
632	8579083785145,13139731060102,4	5410613339490
633	1890201211368,30216683300415,0	36283268113227
634	15767895277944,23509244751083,8	10322179361984
635	27152615886879,31860268469823,8	6638185439729
636	13798058631392,32343691833207,5	24195104269170
637	2935296370556,18600871647193,0	19826706434856
638	12563852370494,26392928194900,0	17609162509788
639	2277527992720,27599333958526,0	32351644585761
640	750646360772,40566421644938,6	51702019755728
641	20986391456413,28979442131866,3	10592753875050
642	24144115630690,38324410337886,3	26339156473998
643	12372697598259,27845863518222,2	27996304879659
644	10504103982815,15379665331101,1	11740610244030
645	21645539930991,43549382341519,5	28243281883661
646	12867451218194,38938397109676,3	43217643875529
647	23089076540352,29380511572027,7	8521248474214
648	10551966587796,21376327295945,5	13960949189983
649	2731450820053,3214322293734,8	632599918985
650	40920617533794,42837496830390,7	2306701945523
651	14429617695022,43410631010666,0	37781540987703
652	32321257936850,48295382183405,7	21173706592065
653	7467239210024,47403846572484,0	51930731948223
654	4519249023999,53552702687912,4	73323909188183
655	3390797424800,41449183954514,8	49658604916456
656	14460298623045,40150941097204,0	33012104097856
657	59612267462494,60134871226039,0	807154511094
658	20785089789835,53429442975938,4	52133365822637
659	17040339926805,46396878269016,0	38246147213053
660	23862589451826,30343814038807,0	8174901771712
661	7494472803793,28757490594361,5	27591203284841
662	4852051354901,57423361653553,3	78121570501397
663	10539852376864,37329843899014,9	34169985389916
664	22630614943835,33069798892256,9	13579046112518
665	6636617000066,31715933309082,6	32515582753442
666	33367899985426,76406776572966,7	62054852621746
667	23329205350168,43736442655213,1	26447496352541
668	17199953912270,25206111194582,8	10605530342664
669	48365683719810,64645669854528,7	20509980743532
670	21221705236266,34860518164068,8	17359467089499
671	54810220064831,80883166737106,3	33282829772871
672	15776735419413,52319062587639,6	47792326455710
673	1228909036705,82599563050880,7	115610517406333
674	21519287320715,59080582589660,6	49121136137647
675	44311311302598,69026626453527,4	38063228528615
676	21445846460807,30167607591249,7	11492120854585
677	28970091734292,52459298065050,0	31239180358674
678	10973823774687,68568782940881,0	74180637712035
679	74679982502230,80848464060876,5	8378586981405
680	4751603884662,65295182569729,0	78693261358854
681	26332892043514,99624571764325,9	105170687243399
682	95191968147108,110187613804431,3	18996112227696
683	63291606340925,66365737594689,4	4684701830921
684	28902915407208,46305205117558,1	22942127371985
685	35356333807110,86046676743767,4	75857057511572
686	52001948803584,119246800197392,0	96770478681195
687	1439106858811,119787747905119,9	163766349680390
688	15214841578560,80968532356582,0	85791885847986
689	47473496678355,112952479349804,7	95152094623235
690	100308093929044,116578756528382,7	20499336556540
691	27036561974108,51621884742587,0	32509193713382
692	40269354901189,53006645458570,3	16314223940660
693	19793900608630,21260013594481,0	2815525757840
694	114606324422544,139001162118379,2	41234271241511
695	36753108038860,58515499484705,2	28132213918765
696	6994839184853,7233408975147,7	492067866356
697	47579272805055,95194482438432,7	71596128298813
698	93997293513454,147194590585746,8	68817538234406
699	21941736642785,163346384506999,0	193744213732241
700	101380155067228,117771674873561,3	21651258835307
701	31590299934345,161458125215098,5	188765882638208
702	92559335735406,175387523893350,9	114848680405924
703	108838635598763,158721526008227,2	74864135220278
704	110193423920011,160936732837257,9	65856255253380
705	2366076568785,168230537699390,4	236044062662120
706	130187250510686,146719037930053,6	21600669437835
707	25557847810783,142248265762888,9	162060432770620
708	117091748042121,197698581495079,0	104674416036623
709	58478517569197,202419665662861,7	206732495708733
710	48304602854463,103095065149424,2	71670373493028
711	195361556361854,200490031502703,0	7117709079789
712	118342355202524,211490651971409,0	131758089956564
713	75688053444980,85063356631533,5	11590049368047
714	146017670083357,194517203321383,2	63249527337171
715	188822667981171,225272778407712,3	47700087311004
716	207833234664126,245622091536782,0	51535737011383
717	58404658089654,248723608702473,9	267349065315208
718	124628120358994,170197264658869,1	104285700149729
719	91009273835795,143554009776307,0	78086656447235
720	117477656262820,260376179854852,1	280533383425817
721	8399307811537,34101075743579,4	32972693509774
722	258463748075166,268090346380096,9	12587325332587
723	22081319109158,80585317307991,8	76742913405500
724	145955462844978,216895008117738,8	102134649429257
725	27902913619706,154500678693480,0	174955448797408
726	41687760825069,144431618462004,0	143324489789956
727	12879111371147,195651634330051,9	253004738742586
728	110574593712260,171883955353515,2	89539393027126
729	6535079026811,20167019383277,9	18391758529454
730	25163227358774,191960790635705,9	229099326848211
731	135306840894054,310786960926415,0	248310214087446
732	227403376696361,317490833348628,8	127097703369915
733	261834437456702,269045674313774,2	16842322980191
734	170786593104234,343790456278280,0	244817357059018
735	103694535687810,311468309939646,9	290348886822694
736	26002045358023,64206277792350,0	49926024132622
737	148427300685089,341692676539174,0	271885802161052
738	29833120684303,130887425372963,9	141420722161287
